Lemma	PoS	Freq(ipm)	R	D	Doc
заплот	s	0.5	13	54	21
заплыв	s	0.8	39	83	54
заповедь	s	15.2	98	75	585
запой	s	5.3	85	89	285
запонка	s	1.4	58	87	95
запор	s	4.6	87	88	252
запорожец	s	5.7	84	87	214
заправила	s	0.5	33	81	40
заправка	s	5.4	82	85	250
заправщик	s	0.6	30	75	34
запрет	s	27.2	100	93	1403
запрос	s	32.3	100	88	1327
запруда	s	1.1	44	80	57
запуск	s	13.7	88	89	676
запчасти	s	6.7	90	91	401
запястье	s	9.8	93	91	422
запятая	s	4.1	90	92	252
заработок	s	18.6	100	94	949
заражение	s	13.0	85	73	366
зараза	s	9.9	95	90	495
зарево	s	3.6	73	84	170
зарез	s	0.7	40	85	54
заречье	s	0.7	29	77	35
зарисовка	s	2.4	73	90	158
зарница	s	2.0	67	88	125
зародыш	s	5.7	91	78	260
зарок	s	1.3	56	87	91
заросль	s	12.4	95	91	525
зарплата	s	75.5	100	93	2883
зарубежье	s	7.1	80	89	469
зарубка	s	1.3	52	84	86
заря	s	17.3	99	94	863
заряд	s	17.2	99	85	718
зарядка	s	4.9	90	92	274
заряжание	s	0.7	30	75	34
засада	s	9.8	92	89	423
заседание	s	96.7	100	87	3323
заселение	s	1.8	64	89	124
засечка	s	0.4	22	76	24
засилье	s	2.1	69	89	164
заскок	s	0.4	25	79	30
заслон	s	3.0	84	92	213
заслонка	s	2.4	63	78	112
заслуга	s	28.2	99	95	1465
засов	s	4.0	68	86	186
засолка	s	0.6	28	68	34
засорение	s	1.1	38	70	54
засранец	s	1.5	48	68	73
застава	s	5.8	87	87	224
заставка	s	1.3	57	85	94
застежка	s	2.9	77	90	180
застенок	s	3.0	77	87	156
застой	s	7.2	95	89	436
застолье	s	11.6	93	92	477
застройка	s	12.1	79	77	439
заструг	s	0.4	17	67	19
заступ	s	0.6	29	81	36
заступник	s	1.8	68	88	119
засуха	s	3.8	85	88	229
засыпание	s	0.6	27	72	37
засыпка	s	1.3	52	77	75
затвор	s	8.5	88	87	292
затворник	s	4.0	41	43	99
затейник	s	0.9	46	84	57
затея	s	13.2	97	94	748
затишье	s	3.9	89	93	282
затмение	s	3.5	75	87	168
затон	s	1.6	40	72	53
затор	s	1.9	75	91	133
заточение	s	2.2	77	88	132
заточка	s	1.5	47	80	67
затравка	s	0.6	39	85	52
затрата	s	52.5	96	88	2366
затрещина	s	1.0	47	86	68
затухание	s	1.2	34	66	63
затхлость	s	0.4	28	83	33
затылок	s	31.7	97	90	976
затыльник	s	0.5	10	34	11
затычка	s	1.2	54	85	80
затяжка	s	3.2	79	90	203
заумь	s	0.8	41	83	51
заусенец	s	0.5	37	84	46
заусеница	s	0.4	21	77	29
заутреня	s	0.6	32	80	38
захват	s	22.3	99	91	993
захватчик	s	3.2	81	90	216
заход	s	7.4	98	93	431
зацепка	s	1.9	68	89	122
зачатие	s	4.5	80	83	184
зачаток	s	2.2	69	82	128
зачет	s	9.9	98	89	504
зачетка	s	0.9	38	83	49
зачин	s	0.9	49	86	62
зачинщик	s	1.4	56	87	102
зачистка	s	3.4	67	83	201
защелка	s	1.8	55	86	93
защита	s	145.9	100	90	5009
защитник	s	23.5	100	88	1088
защитница	s	0.7	44	87	62
заявитель	s	10.9	52	65	217
заявка	s	25.9	96	80	1083
заявление	s	109.3	100	86	3640
заяц	s	21.7	99	89	699
звание	s	47.2	100	94	1813
звезда	s	122.7	100	95	3171
звездолет	s	5.2	30	40	38
звездопад	s	0.4	20	74	24
звездочет	s	2.3	39	62	52
звездочка	s	11.5	100	92	514
звено	s	27.4	100	91	1414
звеньевой	s	0.5	20	61	22
зверек	s	5.3	83	89	241
звереныш	s	0.5	24	72	32
зверинец	s	1.8	65	86	113
зверобой	s	1.2	50	84	64
зверство	s	3.1	82	90	198
зверушка	s	1.4	53	85	93
зверь	s	49.1	100	93	1363
зверье	s	1.7	63	88	109
зверюга	s	0.9	46	86	69
зверюшка	s	1.1	55	88	80
звон	s	24.4	97	92	896
звонарь	s	1.7	42	75	49
звонница	s	1.0	41	84	59
звонок	s	76.5	100	94	1910
звоночек	s	1.3	59	88	88
звук	s	112.4	100	95	2590
звучание	s	10.6	98	92	589
звучность	s	0.6	28	68	37
звяканье	s	0.9	39	83	63
здание	s	129.9	100	94	3684
здоровье	s	106.0	100	94	3768
здоровяк	s	2.0	57	79	109
здравие	s	3.6	87	92	233
здравица	s	1.0	47	86	70
здравница	s	1.4	38	80	73
зебра	s	1.9	70	87	116
зевака	s	3.1	78	89	188
зевок	s	1.2	51	87	84
зевота	s	1.2	48	84	75
зеленка	s	2.1	62	85	109
зелень	s	24.6	99	91	1008
зелье	s	3.8	82	90	205
земеля	s	0.7	15	62	15
земец	s	0.4	12	60	13
землекоп	s	1.0	50	84	66
землемер	s	0.5	29	80	35
землица	s	1.0	45	84	67
земля	s	494.4	100	96	7260
земляк	s	13.5	96	93	720
земляника	s	3.8	79	85	164
землянин	s	4.6	66	43	94
землянка	s	10.2	80	86	233
землячка	s	1.1	55	87	74
землячок	s	0.5	24	77	30
земснаряд	s	0.4	10	58	12
земство	s	2.5	32	48	48
зенит	s	7.3	93	81	313
зенитка	s	1.9	51	78	78
зенитчик	s	0.5	36	84	40
зеница	s	0.8	50	88	63
зенки	s	0.6	34	83	46
зеркало	s	70.5	100	94	1933
зеркальце	s	5.5	80	89	288
зерно	s	30.3	99	93	1087
зерновые	s	1.9	53	83	111
зернышко	s	2.5	81	92	181
зеро	s	0.4	17	72	23
зерцало	s	0.5	21	74	27
зефир	s	0.5	37	84	40
зигзаг	s	5.5	94	91	308
зигота	s	0.4	9	54	11
зима	s	106.0	100	96	3250
зимовка	s	3.2	69	79	129
зимовщик	s	0.7	12	53	13
зимовье	s	1.5	27	58	29
зипун	s	0.6	19	64	24
зияние	s	0.4	27	80	31
злак	s	2.5	73	86	137
злато	s	0.7	38	83	50
злоба	s	18.8	98	92	818
злобность	s	0.7	37	78	44
зловоние	s	0.9	40	83	61
злодей	s	10.1	96	93	501
злодейка	s	0.6	33	79	43
злодеяние	s	3.2	86	90	207
злословие	s	0.7	38	80	43
злость	s	17.4	95	91	728
злотый	s	0.5	27	80	31
злыдень	s	0.4	16	61	18
змеевик	s	0.8	32	76	35
змееносец	s	0.7	4	8	4
змееныш	s	0.4	21	66	23
змей	s	12.8	94	76	365
змейка	s	2.7	74	89	161
змея	s	20.5	99	93	736
змий	s	1.5	66	86	98
знак	s	108.0	100	95	3241
знакомая	s	10.2	97	92	556
знакомец	s	3.1	67	88	170
знакомый	s	71.3	100	96	2306
знамение	s	5.4	88	80	245
знаменщик	s	0.5	5	17	5
знамя	s	27.8	99	93	1077
знание	s	146.4	100	85	3690
знатность	s	0.5	28	81	34
знаток	s	15.9	99	95	847
знать	s	2.5	81	89	156
знахарь	s	1.4	49	82	66
значение	s	205.1	100	86	5619
значок	s	10.7	99	92	508
зной	s	5.0	85	90	285
зодиак	s	1.6	57	86	110
зодчество	s	2.3	59	80	132
зодчий	s	2.9	69	80	136
зола	s	6.1	94	87	307
золовка	s	0.6	32	77	38
золотишко	s	0.6	34	83	43
золотник	s	0.4	22	76	28
золото	s	56.2	100	94	1698
золотой	s	0.5	28	81	33
золотце	s	0.4	23	78	26
золочение	s	0.4	15	46	18
зольник	s	0.4	5	19	7
зомби	s	1.3	45	80	67
зона	s	116.4	100	91	3520
зонд	s	3.8	52	68	99
зонт	s	5.1	91	90	235
зонтик	s	11.0	96	92	470
зоолог	s	1.6	52	78	92
зоология	s	1.3	50	84	83
зоопарк	s	12.4	98	90	484
зоотехник	s	1.7	47	78	70
зоркость	s	1.1	54	87	81
зорька	s	1.7	55	83	81
зрачок	s	10.1	88	89	424
зрелище	s	22.8	99	95	1129
зрелость	s	7.9	94	93	496
зрение	s	140.2	100	94	5286
зритель	s	91.7	100	91	2450
зубец	s	3.7	69	66	122
зубик	s	0.5	15	57	19
зубило	s	1.1	37	68	47
зубок	s	2.4	66	87	147
зубр	s	8.0	60	18	95
зубрежка	s	0.6	35	81	41
зубчик	s	1.9	51	75	77
зулус	s	0.4	26	78	29
зуммер	s	1.0	38	78	54
зыбка	s	0.6	26	75	32
зыбкость	s	0.6	38	85	50
зыбь	s	1.4	50	84	84
зырянин	s	0.7	5	8	5
зюзя	s	0.4	22	69	23
зяблик	s	0.6	26	77	34
зябь	s	0.4	19	74	26
зятек	s	0.5	27	80	35
зять	s	12.0	95	90	437
ивняк	s	1.1	39	78	65
иволга	s	0.8	27	53	30
иврит	s	4.4	68	77	128
игла	s	14.3	99	94	673
иголка	s	9.4	97	92	486
иголочка	s	2.3	74	87	155
игра	s	199.0	100	95	4966
играющий	s	2.2	72	89	142
игрек	s	1.0	35	72	43
игривость	s	0.5	35	84	45
игрище	s	1.1	53	87	78
игрок	s	42.5	100	87	1418
игрушка	s	30.9	100	95	1310
игуана	s	0.6	21	70	22
игумен	s	4.0	48	78	109
игумения	s	1.0	16	62	24
игуменья	s	0.9	31	77	39
идальго	s	0.4	25	80	28
идеал	s	36.0	100	92	1436
идеалист	s	3.7	85	89	208
идейка	s	0.8	46	86	64
идейность	s	0.7	37	83	45
идеолог	s	7.8	81	88	439
идеология	s	35.4	98	91	1272
идея	s	250.8	100	94	6521
идиллия	s	3.3	90	92	239
идиома	s	0.5	31	81	34
идиот	s	26.0	98	93	938
идиотка	s	3.8	66	87	189
идиотство	s	0.4	26	81	30
идиш	s	1.9	50	84	79
идол	s	8.0	93	83	319
иезуит	s	2.6	45	51	54
иена	s	1.8	51	81	89
иерарх	s	3.3	56	82	141
иерархия	s	16.0	98	86	677
иерей	s	1.2	42	84	72
иероглиф	s	4.8	86	88	219
иеромонах	s	3.2	54	66	103
иждивенец	s	1.4	54	83	71
иждивение	s	1.6	60	75	95
из	pr	4314.1	100	98	30650
изба	s	33.7	97	89	756
избегание	s	0.5	17	67	33
избежание	s	5.9	92	90	423
избенка	s	0.7	30	81	43
избиение	s	4.0	85	91	246
избирком	s	1.9	38	83	92
избрание	s	9.3	79	85	485
избранник	s	8.5	91	81	432
избушка	s	8.6	85	79	259
избыток	s	12.4	99	94	761
изваяние	s	3.2	75	85	168
изверг	s	2.2	75	88	147
известие	s	91.0	100	88	3836
известка	s	1.4	47	85	93
известняк	s	2.6	59	77	119
известь	s	3.2	81	84	184
извещение	s	6.1	92	79	274
извив	s	1.2	52	85	83
извилина	s	2.7	75	78	151
извинение	s	8.0	97	94	458
извоз	s	1.1	50	85	77
извозчик	s	7.5	87	85	213
изворот	s	0.4	13	35	13
изгиб	s	8.5	96	88	421
изгнание	s	7.0	91	92	422
изгнанник	s	1.8	71	89	126
изгой	s	3.0	78	91	218
изголовье	s	4.9	77	90	292
изгородь	s	5.9	86	90	286
изготовка	s	1.0	34	74	47
издание	s	68.9	100	92	2459
издатель	s	13.5	97	89	585
издевка	s	2.7	70	90	199
изделие	s	52.0	99	89	1906
издержки	s	16.5	88	87	837
издыхание	s	0.5	30	82	36
изжога	s	1.7	54	81	97
излет	s	1.4	65	89	109
излечение	s	2.3	77	88	157
излишек	s	4.2	89	92	269
излияние	s	1.6	67	88	117
изложение	s	13.0	98	89	689
излом	s	2.2	76	90	158
излучение	s	19.4	93	78	516
излучина	s	1.8	62	87	106
измена	s	13.9	97	92	620
изменение	s	179.8	100	87	6131
изменник	s	3.5	78	87	164
измерение	s	38.1	100	85	1340
измор	s	0.5	31	83	40
изморозь	s	1.1	47	85	68
изнанка	s	3.4	85	91	219
износ	s	8.7	91	88	476
изнутри	pr	1.1	54	83	89
изо	pr	34.9	99	93	1356
изобилие	s	9.9	99	94	602
изолента	s	0.6	29	80	39
изолиния	s	0.6	12	58	28
изолят	s	8.2	12	56	103
изолятор	s	6.5	88	89	266
изоляция	s	11.2	92	85	543
изотоп	s	2.8	38	73	83
изразец	s	1.7	52	71	73
изречение	s	4.7	93	89	287
изувер	s	0.7	38	83	46
изумление	s	17.1	96	93	811
изумруд	s	3.4	70	82	125
изучение	s	75.0	100	83	2712
изъян	s	4.4	93	94	311
изъятие	s	10.5	91	79	489
изыск	s	3.1	83	91	245
изыскание	s	6.1	91	92	387
изюм	s	3.4	80	91	180
изюминка	s	2.8	81	90	208
изящество	s	5.3	96	94	365
икебана	s	0.9	35	76	45
икона	s	36.2	99	83	839
иконка	s	2.1	72	88	117
иконопись	s	1.4	38	61	53
иконостас	s	4.3	76	67	150
икорка	s	0.4	22	78	29
икота	s	1.0	40	82	62
икра	s	15.5	95	92	593
икринка	s	0.6	28	71	36
иллюзион	s	0.6	33	80	43
иллюзия	s	24.3	99	95	1169
ильмень	s	0.5	15	65	16
имаго	s	2.2	12	25	17
имажинист	s	0.4	15	64	17
имам	s	2.6	43	52	68
имбирь	s	0.9	35	80	48
имение	s	9.1	96	92	357
именинник	s	4.7	75	70	174
именины	s	3.4	82	89	200
имечко	s	0.5	29	81	36
имидж	s	13.5	91	91	827
имитатор	s	1.3	44	73	63
имитация	s	5.9	89	87	335
иммигрант	s	3.9	60	73	147
иммунитет	s	11.7	92	80	455
императив	s	2.4	61	85	147
император	s	31.6	97	91	842
империал	s	0.7	34	80	45
империя	s	37.7	100	92	1222
импичмент	s	1.8	44	79	75
имплант	s	0.7	5	35	5
имплозия	s	0.5	6	37	7
импорт	s	16.6	75	86	634
импортер	s	3.1	53	85	158
импотент	s	2.7	71	83	145
импульс	s	17.7	99	89	833
имущество	s	88.4	100	74	2061
имярек	s	0.9	43	85	63
инвалид	s	26.2	100	93	1073
инвариант	s	1.1	16	57	40
инвектива	s	0.7	37	84	54
инвентарь	s	4.3	91	91	298
инверсия	s	1.5	44	81	82
инвертор	s	0.6	12	51	14
инвестор	s	33.0	69	89	1315
ингаляция	s	0.5	20	73	26
ингибитор	s	3.1	26	63	99
ингуш	s	2.5	50	80	92
индеец	s	10.3	95	78	320
индейка	s	1.9	59	84	97
индекс	s	18.0	79	80	611
индианка	s	0.4	19	75	25
индивид	s	24.6	77	55	289
индиго	s	1.5	21	33	23
индиец	s	2.9	50	75	102
индикатор	s	8.1	86	84	377
индикация	s	1.3	33	76	69
индуктор	s	1.5	16	55	45
индукция	s	3.1	31	70	109
индус	s	3.5	83	82	154
индустрия	s	12.1	77	90	704
индюк	s	1.5	56	86	83
индюшка	s	0.9	32	72	38
индюшонок	s	0.4	6	33	7
иней	s	4.5	79	89	246
инерция	s	10.9	100	93	590
инет	s	1.9	13	54	51
инжектор	s	0.5	21	62	25
инженер	s	63.1	100	93	1983
инженерия	s	1.8	54	85	117
инжир	s	0.8	40	85	53
инициал	s	3.4	86	88	197
инициатор	s	10.9	91	91	743
инициация	s	1.1	43	83	70
инкогнито	s	1.1	51	86	80
инкубатор	s	0.9	50	84	64
инкубация	s	2.1	14	60	90
инновация	s	4.6	54	75	204
инобытие	s	0.4	25	78	30
иноверец	s	1.2	49	84	78
иноземец	s	0.9	50	87	69
инок	s	2.8	42	60	84
инокиня	s	0.7	20	59	33
иномарка	s	10.5	87	90	485
инородец	s	1.9	58	87	114
инсайт	s	0.5	11	46	14
инспектор	s	23.1	100	91	827
инспекция	s	14.7	94	89	715
инстанция	s	33.4	100	81	1029
инстинкт	s	19.9	98	93	776
институт	s	226.5	100	94	5848
инсулин	s	1.9	49	81	66
инсульт	s	4.4	88	88	231
интеграл	s	1.9	42	77	73
интеллект	s	14.4	100	90	659
интендант	s	1.1	41	84	63
интенция	s	0.8	28	73	47
интервал	s	16.7	95	81	758
интервент	s	0.7	37	84	49
интервью	s	44.0	100	91	2074
интерес	s	260.6	100	94	8256
интернат	s	5.4	83	86	224
интернет	s	41.4	93	89	1546
интерфейс	s	6.6	51	74	224
интерьер	s	22.4	96	89	975
интим	s	1.4	55	85	96
интонация	s	27.0	98	94	960
интрига	s	16.9	97	92	901
интриган	s	1.5	61	81	92
интрижка	s	1.0	51	84	65
интроверт	s	0.4	16	65	18
интрузия	s	0.5	7	45	10
интуиция	s	15.3	100	88	631
интурист	s	3.7	78	84	148
инфа	s	0.9	18	50	37
инфанта	s	0.7	16	26	18
инфаркт	s	11.6	97	94	527
инфекция	s	26.0	93	74	647
инферно	s	1.2	6	29	6
инфляция	s	16.6	86	88	729
информант	s	0.4	8	44	11
инфузория	s	0.5	31	77	32
инцест	s	0.7	30	80	40
инцидент	s	10.4	96	92	586
инъекция	s	5.2	89	79	227
иняз	s	0.5	34	84	44
ионизация	s	1.0	23	73	44
ионосфера	s	0.4	15	64	16
иподиакон	s	0.4	15	56	21
ипостась	s	4.5	86	91	292
ипотека	s	5.5	48	82	128
ипподром	s	5.6	69	58	126
иракец	s	2.0	42	73	91
иранец	s	0.7	27	75	36
ирис	s	2.4	60	82	116
ириска	s	1.0	35	70	44
иркутянин	s	0.7	24	78	46
ирландец	s	2.4	62	82	127
ирмос	s	0.5	11	46	17
ирод	s	3.3	64	62	120
ирокез	s	1.1	31	69	36
ирония	s	20.7	98	92	951
исихазм	s	0.7	10	45	12
исихаст	s	0.5	5	37	6
искажение	s	7.5	92	89	413
искание	s	4.5	82	86	246
искатель	s	3.3	89	91	205
исключая	pr	3.0	85	92	224
искомое	s	0.5	32	83	40
искорка	s	3.4	75	83	193
искра	s	17.9	99	92	767
искус	s	0.9	49	81	65
искусство	s	202.6	100	92	4032
искушение	s	8.4	97	87	473
ислам	s	15.1	82	83	344
исламист	s	1.3	37	74	62
испанец	s	6.6	85	89	325
испанка	s	1.4	55	86	80
испарение	s	3.9	91	91	257
испарина	s	2.4	62	88	174
исповедь	s	12.8	98	79	473
испод	s	0.4	20	76	28
исподнее	s	1.1	51	88	83
исполин	s	1.1	50	85	74
исполком	s	6.5	86	89	304
исправник	s	0.4	19	74	19
испуг	s	16.1	95	91	751
испытание	s	66.1	100	92	2372
истерик	s	0.5	38	85	47
истерика	s	13.8	95	93	638
истеричка	s	1.0	46	85	73
истерия	s	2.1	76	90	156
истец	s	14.6	65	71	301
истечение	s	10.1	89	71	509
истина	s	66.1	100	92	2129
истица	s	0.6	22	75	25
истмат	s	0.9	18	24	22
исток	s	14.8	97	91	802
истома	s	1.9	54	87	120
истопник	s	1.5	50	81	75
историк	s	37.1	99	81	1116
историчка	s	0.6	27	75	30
история	s	443.9	100	94	9150
источник	s	123.7	100	91	4939
истощение	s	4.4	91	90	297
истукан	s	3.6	72	71	150
истфак	s	0.7	37	84	43
истязание	s	1.4	53	85	88
исход	s	27.6	100	95	1477
исцеление	s	5.2	79	64	228
исчадие	s	0.9	51	88	71
итальянец	s	14.7	95	91	633
итальянка	s	1.7	60	84	96
итерация	s	0.9	10	58	30
итог	s	121.5	100	93	6328
иттрий	s	0.4	5	42	7
иудей	s	6.0	79	72	230
иудейство	s	0.4	14	47	17
ихтиолог	s	0.4	21	71	22
ишак	s	1.5	61	86	89
ищейка	s	0.8	40	83	58
июль	s	77.0	100	93	3119
июнь	s	84.0	100	92	3358
йога	s	4.8	70	77	136
йогурт	s	3.2	68	86	160
йота	s	1.4	69	90	111
к	pr	5389.0	100	98	31030
кабак	s	6.1	93	91	282
кабала	s	1.3	53	85	85
кабан	s	5.3	88	88	237
кабанчик	s	0.9	37	78	42
кабаре	s	3.3	56	76	107
кабачок	s	4.2	84	85	171
каббала	s	1.1	20	50	25
каббалист	s	0.5	15	40	17
кабель	s	9.8	94	87	349
кабельтов	s	0.4	12	59	13
кабина	s	32.3	99	92	873
кабинет	s	148.5	100	95	2907
кабинетик	s	1.6	53	85	86
кабинка	s	4.7	81	87	193
каблук	s	16.3	95	91	659
каблучок	s	3.1	68	90	198
кабриолет	s	1.7	43	80	79
кабуки	s	0.6	21	52	23
кавалер	s	12.0	95	93	540
кавалерия	s	2.6	70	84	112
кавардак	s	0.6	35	83	42
каверза	s	0.8	44	86	60
каверна	s	0.4	25	75	29
кавказец	s	6.5	84	87	262
кавторанг	s	0.7	3	17	5
кавычка	s	3.9	86	91	230
кагал	s	0.4	29	80	31
каганат	s	0.4	14	63	15
кагор	s	0.9	40	84	55
кагоцел	s	0.4	4	37	4
кадавр	s	0.5	12	31	13
кадастр	s	2.5	47	72	91
кадет	s	2.9	61	83	102
кадиллак	s	1.7	50	83	73
